date,home_team,away_team,goals_for,goals_against,result_fulltime,goals_for_halftime,goals_against_halftime,result_halftime,referee,shots_home,shots_away,shots_on_target_home,shots_on_target_away,fouls_home,fouls_away,corners_home,corners_away,yellows_home,yellows_away,reds_home,reds_away,goal_diff,match_id,total_fouls,total_cards,_rank_home
23/11/24,Arsenal,Nott'm Forest,3,0,H,1,0,H,S Hooper,19,7,7,0,10,1,8,1,3,2,0,0,3,23/11/24_Arsenal_Nott'm Forest,9,3,2.0
23/11/24,Aston Villa,Crystal Palace,2,2,D,1,2,A,T Robinson,17,13,5,6,10,11,10,1,3,2,0,0,0,23/11/24_Aston Villa_Crystal Palace,20,3,6.0
23/11/24,Bournemouth,Brighton,1,2,A,0,1,A,S Attwell,19,6,5,4,13,10,7,0,2,2,0,1,-1,23/11/24_Bournemouth_Brighton,19,3,9.0
23/11/24,Everton,Brentford,0,0,D,0,0,D,C Kavanagh,27,9,5,2,8,10,10,4,0,0,0,1,0,23/11/24_Everton_Brentford,20,3,13.0
23/11/24,Fulham,Wolves,1,4,A,1,1,D,R Jones,10,10,3,5,14,14,7,2,3,0,0,0,-3,23/11/24_Fulham_Wolves,18,2,11.0
23/11/24,Man City,Tottenham,0,4,A,0,2,A,J Brooks,23,9,5,7,19,9,9,3,4,2,0,0,-4,23/11/24_Man City_Tottenham,22,6,3.0
24/11/24,Southampton,Liverpool,2,3,A,1,1,D,S Barrott,7,27,5,11,11,9,3,10,3,4,0,0,-1,24/11/24_Southampton_Liverpool,25,5,20.0
24/11/24,Ipswich,Man United,1,1,D,1,1,D,A Taylor,11,11,6,4,11,10,4,3,0,0,0,0,0,24/11/24_Ipswich_Man United,19,2,19.0
25/11/24,Newcastle,West Ham,0,2,A,0,1,A,C Pawson,18,15,2,6,11,8,8,3,1,0,0,0,-2,25/11/24_Newcastle_West Ham,20,5,5.0
29/11/24,Brighton,Southampton,1,1,D,1,0,H,R Jones,22,10,5,2,20,16,7,6,2,4,0,0,0,29/11/24_Brighton_Southampton,25,5,8.0
30/11/24,Brentford,Leicester,4,1,H,3,1,H,M Oliver,13,7,6,3,9,10,5,4,1,1,0,0,3,30/11/24_Brentford_Leicester,21,2,10.0
30/11/24,Crystal Palace,Newcastle,1,1,D,0,0,D,D England,16,1,4,0,12,11,8,9,3,3,0,0,0,30/11/24_Crystal Palace_Newcastle,26,9,12.0
30/11/24,Nott'm Forest,Ipswich,1,0,H,0,0,D,T Harrington,12,7,5,3,5,16,8,7,1,3,0,0,1,30/11/24_Nott'm Forest_Ipswich,29,7,7.0
30/11/24,Wolves,Bournemouth,2,4,A,1,3,A,P Bankes,10,12,3,8,13,11,3,4,4,1,0,0,-2,30/11/24_Wolves_Bournemouth,23,3,16.0
30/11/24,West Ham,Arsenal,2,5,A,2,5,A,A Taylor,12,16,5,7,10,13,2,10,4,1,0,0,-3,30/11/24_West Ham_Arsenal,19,5,14.0
01/12/24,Chelsea,Aston Villa,3,0,H,2,0,H,S Attwell,17,10,8,4,21,6,3,4,2,2,0,0,3,01/12/24_Chelsea_Aston Villa,15,3,4.0
01/12/24,Man United,Everton,4,0,H,2,0,H,J Brooks,11,8,5,2,12,12,2,2,2,3,0,0,4,01/12/24_Man United_Everton,23,3,15.0
01/12/24,Tottenham,Fulham,1,1,D,0,0,D,D Bond,8,14,3,6,4,14,7,11,0,1,0,1,0,01/12/24_Tottenham_Fulham,24,5,17.0
01/12/24,Liverpool,Man City,2,0,H,1,0,H,C Kavanagh,18,8,7,2,9,8,7,4,1,3,0,0,2,01/12/24_Liverpool_Man City,21,5,1.0
03/12/24,Ipswich,Crystal Palace,0,1,A,0,0,D,C Pawson,9,13,2,3,14,13,4,7,2,4,0,0,-1,03/12/24_Ipswich_Crystal Palace,23,5,19.0
03/12/24,Leicester,West Ham,3,1,H,1,0,H,J Smith,8,31,6,10,9,7,3,9,2,2,0,0,2,03/12/24_Leicester_West Ham,17,3,18.0
04/12/24,Everton,Wolves,4,0,H,2,0,H,M Salisbury,13,6,4,2,10,8,3,4,2,0,0,0,4,04/12/24_Everton_Wolves,17,2,13.0
04/12/24,Man City,Nott'm Forest,3,0,H,2,0,H,M Oliver,17,12,7,3,7,15,8,2,2,4,0,0,3,04/12/24_Man City_Nott'm Forest,30,5,3.0
04/12/24,Newcastle,Liverpool,3,3,D,1,0,H,A Madley,17,16,6,5,9,17,5,6,2,5,0,0,0,04/12/24_Newcastle_Liverpool,23,6,5.0
04/12/24,Southampton,Chelsea,1,5,A,1,3,A,T Harrington,6,26,4,13,7,14,5,7,1,0,1,0,-4,04/12/24_Southampton_Chelsea,30,5,20.0
04/12/24,Arsenal,Man United,2,0,H,0,0,D,S Barrott,14,5,6,2,12,8,13,0,1,3,0,0,2,04/12/24_Arsenal_Man United,24,7,2.0
04/12/24,Aston Villa,Brentford,3,1,H,3,0,H,L Smith,20,9,10,1,11,15,10,5,2,2,0,0,2,04/12/24_Aston Villa_Brentford,21,2,6.0
05/12/24,Fulham,Brighton,3,1,H,1,0,H,P Bankes,6,13,2,3,7,8,5,6,2,2,0,0,2,05/12/24_Fulham_Brighton,25,4,11.0
05/12/24,Bournemouth,Tottenham,1,0,H,1,0,H,S Hooper,21,12,8,4,15,8,5,9,2,2,0,0,1,05/12/24_Bournemouth_Tottenham,22,6,9.0
07/12/24,Aston Villa,Southampton,1,0,H,1,0,H,D Bond,18,4,5,0,18,15,14,1,1,3,0,0,1,07/12/24_Aston Villa_Southampton,26,5,6.0
07/12/24,Brentford,Newcastle,4,2,H,2,2,D,T Robinson,11,16,8,3,10,7,3,4,3,0,0,0,2,07/12/24_Brentford_Newcastle,21,2,10.0
07/12/24,Crystal Palace,Man City,2,2,D,1,1,D,R Jones,12,12,3,4,4,10,6,8,1,0,0,1,0,07/12/24_Crystal Palace_Man City,20,4,12.0
07/12/24,Man United,Nott'm Forest,2,3,A,1,1,D,D England,17,11,7,3,10,13,5,3,0,2,0,0,-1,07/12/24_Man United_Nott'm Forest,23,3,15.0
08/12/24,Fulham,Arsenal,1,1,D,1,0,H,C Kavanagh,2,12,2,4,10,9,0,6,4,2,0,0,0,08/12/24_Fulham_Arsenal,16,2,11.0
08/12/24,Ipswich,Bournemouth,1,2,A,1,0,H,M Salisbury,18,22,5,6,9,13,6,13,2,1,0,0,-1,08/12/24_Ipswich_Bournemouth,25,3,19.0
08/12/24,Leicester,Brighton,2,2,D,0,1,A,S Attwell,10,16,3,7,9,10,5,5,1,2,0,0,0,08/12/24_Leicester_Brighton,23,4,18.0
08/12/24,Tottenham,Chelsea,3,4,A,2,1,H,A Taylor,13,17,5,8,17,11,5,10,2,2,0,0,-1,08/12/24_Tottenham_Chelsea,23,6,17.0
09/12/24,West Ham,Wolves,2,1,H,0,0,D,J Brooks,19,19,4,5,12,17,11,0,5,4,0,0,1,09/12/24_West Ham_Wolves,35,7,14.0
14/12/24,Arsenal,Everton,0,0,D,0,0,D,C Pawson,13,2,5,0,6,9,8,2,0,3,0,0,0,14/12/24_Arsenal_Everton,20,6,2.0
14/12/24,Liverpool,Fulham,2,2,D,0,1,A,T Harrington,16,12,4,3,10,7,5,4,3,4,1,0,0,14/12/24_Liverpool_Fulham,24,10,1.0
14/12/24,Newcastle,Leicester,4,0,H,1,0,H,T Bramall,27,4,11,1,7,16,5,2,3,3,0,0,4,14/12/24_Newcastle_Leicester,21,3,5.0
14/12/24,Wolves,Ipswich,1,2,A,0,1,A,S Hooper,16,10,6,5,13,9,7,3,0,2,1,0,-1,14/12/24_Wolves_Ipswich,16,5,16.0
14/12/24,Nott'm Forest,Aston Villa,2,1,H,0,0,D,S Barrott,17,8,6,2,12,6,4,3,0,1,0,0,1,14/12/24_Nott'm Forest_Aston Villa,20,6,7.0
15/12/24,Brighton,Crystal Palace,1,3,A,0,2,A,M Oliver,17,13,5,5,11,15,8,5,1,4,0,0,-2,15/12/24_Brighton_Crystal Palace,24,4,8.0
15/12/24,Man City,Man United,1,2,A,1,0,H,A Taylor,10,10,3,3,5,14,8,2,1,1,0,0,-1,15/12/24_Man City_Man United,30,5,3.0
15/12/24,Chelsea,Brentford,2,1,H,1,0,H,P Bankes,26,9,8,4,11,7,8,5,0,2,1,0,1,15/12/24_Chelsea_Brentford,19,4,4.0
